,name,aroma,colour,country_of_origin,family,flavour,ingredients,producers,region,rind,texture,type,vegetarian,synonyms,fat_content,alternative_spellings,calcium_content,fat_content_(in_dry_matter)
1627,stilton,,blue,england,blue,"spicy, strong",pasteurized cow's milk,long clawson dairy limited,"derbyshire, leicestershire,  nottinghamshire",natural,"creamy, crumbly and smooth","semi-soft, blue-veined",no,,35%,,,
1628,stinking-bishop,"pungent, stinky",cream,united kingdom,,"full-flavored, strong",pasteurized cow's milk,charles martell & son limited,gloucestershire,washed,creamy and smooth,"semi-soft, artisan",yes,,48%,,,
1629,stoney-cross,,yellow,"england, great britain and united kingdom",tomme,"earthy, subtle, sweet",pasteurized cow's milk,lyburn farm,landford,mold ripened,creamy and smooth,"semi-hard, artisan",yes,,,,,
1630,stracchinata,subtle,pale yellow,italy,,"creamy, sweet",unpasteurized cow's milk,la casearia carpenedo s.r.l.,veneto,natural,creamy and open,"fresh soft, artisan",no,,,,,
1631,strathdon-blue,"aromatic, rich",,scotland,blue,"creamy, spicy",pasteurized cow's milk,highland fine cheeses limited,tain,,creamy,semi-soft,yes,,,,,
1632,strawberry-moon,strong,straw,canada and italy,,"subtle, sweet",pasteurized cow's milk,fifth town artisan cheese,lombardy,washed,"compact, creamy and dense","semi-hard, artisan, smear-ripened",,,,,,
1633,striegistaler-zwerge-camembert,"aromatic, fresh, strong",white,germany,camembert,"full-flavored, mild",cow's milk,käserei champignon,allgäu,natural,creamy and soft,"semi-soft, soft-ripened",yes,,,,,
1634,string,,white,united states,,,goat's or sheep's milk,burnette cheese company,,,"chewy, firm and stringy",semi-hard,no,,,,,
1635,suffolk-punch,"buttery, spicy",ivory,united states,pasta filata,"buttery, tangy",unpasteurized cow's milk,parish hill creamery,vermont,natural,dry and firm,"hard, artisan",no,,,,,
1636,sulguni,"pleasant, smokey",white,georgia,pasta filata,"acidic, salty, smokey , sour, tangy","pasteurized cow's, goat's and water buffalo's milk",colchis ltd,samegrelo,rindless,"dense, elastic and springy",semi firm,,georgian pickle cheese,45 -52%,"megruli sulguni, shebolili megruli sulguni",,
1637,sun-dried-tomato-and-basil-cashew-cheese,"herbal, nutty",white,canada,,"creamy, full-flavored, herbaceous, nutty, tangy",,zengarry vegetarian cuisine,ontario,,creamy,"soft, artisan",yes,,,,,
1638,sunlight,"pungent, strong",cream,united states,,"buttery, caramel, grassy, piquant, sweet, tangy",unpasteurized goat's milk,haystack mountain goat dairy,colorado,washed,"compact, creamy, firm, open and smooth","semi-hard, artisan",yes,,,,,
1639,sunset-bay,"buttery, smokey, yeasty",ivory,united states,,"creamy, savory, smokey , smooth",pasteurized goat's milk,rivers edge chèvre,oregon coast range,bloomy,"creamy, dense and smooth","soft, artisan",yes,,,,,
1640,sussex-slipcote,,,england,,sharp,sheep's milk,high weald dairy,,,,soft,yes,,,,,
1641,sveciaost,,pale yellow,sweden,,acidic,pasteurized cow's milk,,low-laying regions,rindless,creamy and supple,"semi-hard, brined",no,,45%,,,
1642,swag,fresh,white,australia,,"acidic, creamy",goat's milk,woodside cheese wrights,south australia,ash coated,creamy and crumbly,"fresh firm, artisan",yes,,,,,
1643,swaledale,floral,yellow,england,,"smooth, sweet",unpasteurized cow's or sheep's milk,various,"swaledale, north yorkshire",waxed,firm,"semi firm, brined",yes,,48%,,,
1644,sweet-style-swiss,"nutty, sweet",,switzerland,,nutty,,,,waxed,firm and supple,"semi-hard, artisan",no,,,,,
1645,swiss,,pale yellow,united states,swiss cheese,"nutty, sweet",pasteurized cow's milk,various,,rindless,firm,"hard, artisan, processed",yes,american swiss cheese,7.8 g/100g,,,
1646,table-rock,nutty,cream,united states,,"full-flavored, nutty, piquant",pasteurized goat's milk,pholia farm creamery and dairy,oregon,natural,dry and smooth,"semi-hard, artisan",no,,,,,
1647,takelma,milky,cream,united states,,"buttery, nutty, smooth",unpasteurized goat's milk,pholia farm creamery and dairy,oregon,washed,creamy and firm,"semi-soft, artisan",,,,,,
1648,tala,,pale yellow,australia,,burnt caramel,pasteurized sheep's milk,,launceston,natural,"crumbly, dense and firm",hard,yes,,48%,,,
1649,taleggio,"pungent, strong",pale yellow,italy,,"fruity, mild, tangy",pasteurized cow's milk,"casarrigoni, rogers collection",val taleggio,washed,creamy,"semi-soft, smear-ripened",no,taleggio dop di peghera,48%,,,
1650,tamie,"lactic, perfumed, pungent",white,france,,"fruity, nutty",unpasteurized cow's milk,,savoie,washed,"creamy, open and smooth","semi-soft, artisan",no,,,"abbaye de tamie, trappiste de tamie, abbey of tamie",,
1651,tango,,ivory,united states,,,unpasteurized goat's or sheep's milk,tieton farm & creamery,"tieton, washington",washed,,artisan,,,,,,
1652,tapas,"aromatic, garlicky, spicy, strong",white,australia,,"creamy, garlicky, spicy, strong",pasteurized goat's milk,woodside cheese wrights,south australia,rindless,creamy and soft,"fresh soft, artisan",yes,,45%,,,
1653,tarago-river-jensens-red,,,australia,,,cow's milk,tarago river cheese pty. ltd,,,,,no,,,,,
1654,tarentaise,"earthy, nutty",ivory,united states,,"creamy, earthy, nutty",cow's milk,"spring brook farm, thistle hill farm",vermont,washed,firm,"hard, artisan",no,,,,,
1655,tartufo-riserva,"aromatic, pleasant, pungent",straw,italy,pecorino,"earthy, fruity",unpasteurized sheep's milk,caseificio pinzani srl,tuscany,natural,"compact, crumbly and firm","hard, artisan",,,,,,
1656,tasmania-highland-chevre-log,fresh,,australia,,lemony,goat's milk,,tasmania,,,semi-hard,no,,35%,,,
1657,tasty-lancashire,,pale yellow,england,,"buttery, nutty",pasteurized or unpasteurized cow's milk,"butlers farmhouse cheeses, dewlay products ltd, kirkhams lancashire cheese ltd, leagram organic cheese, singletons’ dairy",lancashire,natural,smooth,"hard, artisan",yes,lancashire cheese,25%,,10 mg/100g,
1658,tavoliere,"buttery, lactic",pale yellow,italy,,"subtle, tangy",pasteurized cow's milk,la casearia carpenedo s.r.l.,veneto,natural,firm and open,semi firm,no,,,,,
1659,teahive,"aromatic, fruity",pale yellow,united states,cheddar,"creamy, milky",pasteurized cow's milk,beehive cheese company,utah,natural,firm,"hard, artisan",yes,,,,,
1660,tegan,,straw,sweden,,"acidic, earthy, fruity, mild",unpasteurized cow's milk,oviken cheese,oviken,natural,dry,"hard, artisan",,,20%,,,
1661,teifi,"aromatic, rich, smokey",yellow,"great britain, united kingdom and wales",gouda,"mild, savory, spicy, sweet",unpasteurized cow's milk,caws teifi cheese,ceredigion,natural,"creamy, dense, flaky, smooth and stringy","semi-hard, artisan",,,,,,
1662,telemea,,white,romania,feta,"nutty, spicy, tangy",pasteurized cow's or sheep's milk,sc dorna lactate sa,,rindless,creamy,"soft, semi-soft, brined",no,,,"telemea de arges, telemea de brasov, telemea de carei, telemea de harghita, telemea de huedin, telemea de oas, telemea de sibiu, telemea de vâlcea",,
1663,teneri,"floral, fresh, nutty",white,italy,mozzarella,smooth,buffalo's milk,casa madaio,campania,,"creamy, soft and sticky","soft, whey",no,,,,,
1664,tete-de-moine,,,switzerland,swiss cheese,,cow's milk,various,"bernese jura, canton of bern",,,semi-hard,no,,50%,,,
1665,tetilla,,pale yellow,spain,,"bitter, buttery, mild, tangy",pasteurized or unpasteurized cow's milk,,galicia,natural,"creamy, open, smooth and spreadable","soft, artisan",no,"queso de perilla, queso de teta, queso de teta de vaca, queso gallego de teta",25%,queso tetilla,,
1666,texas-goat-cheese,herbal,white,united states,mozzarella,mild,pasteurized goat's milk,the mozzarella company,dallas,natural,smooth,"soft, artisan",no,,,,,
1667,tezacki-iz-maslinove-komine,aromatic,yellow,croatia,,"full-flavored, pronounced",pasteurized cow's milk,sirana gligora d.o.o,dalmatian hinterland,natural,"open, soft and supple","hard, artisan",yes,,,,,
1668,tezacki-iz-mosta,"aromatic, subtle, sweet",yellow,croatia,,"grassy, nutty, smooth, sweet",pasteurized cow's milk,sirana gligora d.o.o,dalmatian hinterland,natural,"open, soft and supple","hard, artisan",yes,,,,,
1669,tezacki-sir,"rich, strong",yellow,croatia,,"acidic, creamy, pungent",pasteurized cow's milk,sirana gligora d.o.o,dalmatian hinterland,natural,firm and open,"hard, artisan",yes,,,,,
1670,tezacki-sir-extra-mature,"rich, strong",yellow,croatia,,"full-flavored, nutty, sweet",pasteurized cow's milk,sirana gligora d.o.o,dalmatian hinterland,natural,"brittle, flaky and open","hard, artisan",yes,,,,,
1671,the-city-goat,fresh,white,united states,,"sweet, tangy",pasteurized goat's milk,zingerman's creamery,"ann arbor, michigan",,"creamy, crumbly and soft","soft, artisan",,,,,,
1672,the-manchester,"earthy, fresh",pale yellow,united states,,"creamy, smooth",pasteurized cow's milk,zingerman's creamery,"ann arbor, michigan",mold ripened,dense and firm,semi-soft,no,,,,,
1673,thomasville-tomme,"earthy, rich",golden yellow,united states,tomme,"buttery, grassy, salty, savory, smooth, tangy",unpasteurized cow's milk,sweet grass dairy,georgia,natural,open and semi firm,"semi-hard, artisan",no,,,,,
1674,tibet,"grassy, herbal, strong",white,"china, nepal and tibet",,strong,yak's milk,,tibet,natural,firm and supple,"soft, hard, artisan",,,,tibetan cheese,,
1675,ticklemore,"floral, fresh, grassy, mild, milky, nutty",white,"england, great britain and united kingdom",,"grassy, lemony, mild, milky, mushroomy",pasteurized goat's milk,"neal's yard dairy, sharpham wine & cheese",south devon,natural,"crumbly, firm and open","semi-hard, artisan",yes,,,sharpham ticklemore goat,,
1676,tieton-halloumi,"mild, nutty",white,united states,pasta filata,"mild, nutty, salty",goat's and sheep's milk,tieton farm & creamery,"tieton, washington",,dense,"semi-soft, artisan, brined",,,,tieton hallumi,,
1677,tillamook-cheddar,,white,united states,cheddar,"mild, sharp",unpasteurized cow's milk,tillamook cheese factory,"tillamook, oregon",,creamy and crumbly,hard,yes,,,,,
1678,tillamook-smoked-black-pepper-white-cheddar,,cream,united states,cheddar,"savory, smokey , spicy",pasteurized cow's milk,tillamook cheese factory,"tillamook, oregon",natural,firm and smooth,hard,,,,,,
1679,tilly-whim,,yellow,"england, great britain and united kingdom",,"earthy, full-flavored",unpasteurized cow's milk,chalke valley cheese ltd,dorset,natural,open and smooth,"semi-soft, artisan",no,,,,,
1680,timboon-brie,rich,pale yellow,australia,brie,mild,pasteurized cow's milk,,victoria,bloomy,creamy and smooth,"soft, artisan, soft-ripened",no,,48%,,,
1681,toma,grassy,pale yellow,italy,,"buttery, creamy, tangy",pasteurized cow's milk,"cherry grove farm, point reyes farmstead cheese company & the fork, various",aosta valley and piedmont regions of northern italy,natural,creamy,semi-hard,yes,,45%,,,
1682,toma-blu-alle-erbe,"aromatic, pleasant",cream,italy,blue,"herbaceous, pronounced",pasteurized cow's milk,la casearia carpenedo s.r.l.,veneto,natural,compact,"semi-hard, blue-veined",no,,,,,
1683,toma-di-campo,"herbal, mild",yellow,italy,,mild,pasteurized cow's milk,la casera srl,piedmont,natural,soft,"soft, artisan",no,,,,,
1684,toma-di-vacca-alle-vinacce,,ivory,italy,,"fruity, sweet",pasteurized cow's milk,la casera srl,piedmont,,,"soft, blue-veined",,,45%,,,
1685,toma-piemontese,pleasant,straw,italy,tomme,"full-flavored, sweet",pasteurized cow's milk,,piedmont,natural,"creamy, firm, open and smooth","semi-soft, artisan",,,,,7670 mg/100g,
1686,tomme,mild,straw,united states,tomme,"milky, tangy",pasteurized cow's milk,weirauch farm and creamery,california,natural,creamy,"semi-soft, artisan",,,,,,
1687,tomme-brulee,pungent,white,france,cheddar,"smokey , strong, sweet",unpasteurized sheep's milk,,basque,natural,firm,hard,no,,,,,
1688,tomme-de-chevre,"goaty, strong",pale yellow,france,tomme,fruity,unpasteurized goat's milk,,"haute-savoie, abondance, maurienne and tarentaise",bloomy,creamy,"semi-soft, artisan",no,,45%,tomme de chevre de savoie,,
1689,tomme-de-romans,"grassy, sweet",blue,france,,"nutty, smooth, sweet",pasteurized cow's milk,,rhone-alpes,natural,creamy,"semi-hard, blue-veined",no,,,,,
1690,tomme-de-savoie,"barnyardy, earthy",ivory,france,tomme,"citrusy, grassy, milky, mushroomy, nutty",unpasteurized cow's milk,,savoie,natural,"open, semi firm and supple","semi-soft, artisan",no,,20-40%,,,
1691,tomme-des-chouans,,pale yellow,france,tomme,mild,cow's milk,,pays de la loire,natural,chewy and creamy,soft,no,,,,,
1692,tommes,"earthy, fresh, milky",pale yellow,france and switzerland,tomme,buttery,pasteurized or unpasteurized cow's or goat's milk,,,natural,"crumbly, dense and firm","soft, semi-soft",no,,,,,
1693,torta-del-casar,aromatic,pale yellow,spain,,"acidic, bitter, herbaceous, salty",unpasteurized sheep's milk,hermanos pajuelo,extremadura,natural,creamy and spreadable,"soft, artisan",yes,,45%,,,
1694,toscanello,grassy,white,italy,pecorino,"bitter, nutty, salty, savory, sweet",pasteurized or unpasteurized sheep's milk,,"tuscany, umbria, lazio",natural,"creamy, crumbly, dense and firm","hard, artisan",no,pecorino toscano,,,,
1695,touree-de-laubier,,yellow,france,,woody,cow's milk,various,lower normandy,bloomy,,"soft, soft-ripened",no,,40%,tourrée de l'aubier,,
1696,tourmalet,musty,pale yellow,france,,nutty,unpasteurized sheep's milk,,pyrenees,rindless,chewy and smooth,"semi-hard, processed",yes,,50%,,,
1697,touvelle-original,"buttery, mild",pale yellow,united states,cheddar,"milky, nutty, sweet, tangy",pasteurized cow's milk,rogue creamery,oregon,natural,crumbly and firm,"semi-hard, artisan",yes,,,,,
1698,tozzetto,"fresh, milky",straw,italy,,nutty,buffalo's milk,casa madaio,campania,,buttery,soft,,,,,,
1699,traditional-haloumi,"mild, milky",white,new zealand,,"milky, salty, tangy",cow's or sheep's milk,the collective,,rindless,"elastic, firm and supple","semi-soft, whey",yes,,,,,
1700,trappe-de-la-coudre,,ivory,france,tomme,"fruity, salty, sweet",cow's milk,abbaye de la coudre,"laval, mayenne",natural,dry and smooth,"soft, artisan",,,,trappe (veritable),,
1701,trappiste-de-bricquebec,,yellow,france,,"mild, nutty, spicy",pasteurized cow's milk,,"manche , basse-normandie",natural,"dense, firm, smooth and supple","semi-hard, artisan",no,la trappe bricquebec,28%,,,
1702,trappiste-digny,,pale yellow,france,,sweet,unpasteurized cow's milk,,champagne,washed,supple,"semi-soft, artisan",no,"igny , abbaye d'igny, fromage de l'abbaye d'igny",40-46%,,,
1703,tregonwell,,yellow,"england, great britain and united kingdom",cheddar,"creamy, subtle",unpasteurized cow's milk,chalke valley cheese ltd,dorset,natural,"creamy, crumbly and firm","hard, artisan",no,,,,,
1704,trelawny,nutty,ivory,england,cornish,"citrusy, creamy, lemony",pasteurized cow's milk,whalesborough farm foods,north cornwall,washed,crumbly,"semi-soft, artisan",yes,,,,,
1705,triple-creme-brie,rich,white,united states,brie,"buttery, creamy",pasteurized cow's milk,president cheese,new york,bloomy,buttery and creamy,"soft, soft-ripened",,,,,,
1706,tronchon,aromatic,ivory,spain,,acidic,"cow's, goat's and sheep's milk",,tronchon,natural,creamy and open,semi-soft,no,,,,,
1707,trou-du-cru,pungent,orange,france,,mild,pasteurized cow's milk,fromagerie berthaut,bourgogne,washed,firm,"semi-hard, soft-ripened",no,,50%,,,
1708,truffello,"earthy, fruity",white,united states,,"buttery, creamy, earthy",pasteurized cow's milk,"mouco cheese company, inc.",colorado,washed,creamy and soft,"soft, artisan, soft-ripened",,,12%,,,
1709,truffle-tremor,"earthy, lactic, milky",white,united states,brie,"acidic, creamy, earthy, tangy",pasteurized goat's milk,cypress grove chevre,california,mold ripened,"creamy, dense and smooth","semi-soft, soft-ripened",yes,,,,,
1710,trufflestack,"fresh, rich",white,united states,,"citrusy, earthy, mushroomy, salty, tangy",pasteurized cow's milk,mt. townsend creamery,port townsend,mold ripened,"creamy, dense, firm, runny and soft","soft, soft-ripened",no,,,,,
1711,tuada,"earthy, lactic, sweet",straw,italy,,"earthy, sweet",pasteurized sheep's milk,rogers collection,tuscany,ash coated,firm,"firm, artisan",,pecorino tuada,,,,
1712,tunworth,"milky, nutty, rich, sweet",white,"england, great britain and united kingdom",camembert,"creamy, milky, nutty, sweet, vegetal",pasteurized cow's milk,"hampshire cheeses, neal's yard dairy","herriard, hampshire",bloomy,"creamy, soft and soft-ripened","soft, artisan, soft-ripened",no,,,,,
1713,tupi,pungent,white,andorra and spain,,spicy,"pasteurized cow's, goat's and sheep's milk",,catalonia,rindless,creamy,"soft, artisan",,fromage de tupi,50%,,,
1714,turunmaa,aromatic,pale yellow,finland,havarti,"sharp, tangy",cow's milk,valio,turku,rindless,creamy and firm,"semi-hard, artisan",no,,32%,,,
1715,tuscan-blend,aromatic,pale yellow,united states,parmesan,"fruity, nutty, sharp, sweet",pasteurized cow's milk,sartori,wisconsin,natural,creamy and smooth,"semi-soft, hard, artisan",yes,,,,,
1716,twig-farm-crawford,"milky, rich, sweet",cream,united states,,"earthy, grassy, nutty, tangy",unpasteurized cow's milk,twig farm,vermont,natural,"dense, firm and supple","semi-soft, artisan",no,,,,,
1717,twig-farm-goat-tomme,"milky, sweet",pale yellow,united states,,"grassy, herbaceous",unpasteurized goat's milk,twig farm,vermont,natural,"creamy, firm and supple","semi-hard, artisan",no,,,,,
